SubjectID,problems_attempted,total_attempts,total_solved,completion_rate,avg_attempts,std_attempts,max_retries,min_attempts,proportion_reattempts,success_rate,first_attempt_success_rate,avg_score,std_score,compile_error_rate,active_days,avg_events_per_day,total_events,X-Grade,Cluster
449937d5271942b2d0c07fc71449158bee6643ea7d7ac857b9830d6116b8a310,16,98,15,0.938,6.125,8.27,36,1,0.837,0.938,0.125,0.348,0.388,0.362,64,8.41,538,78.0,0
44d672753c127edb16541ef7388a9308087224b97a2e63469e3c0dbb93da30e8,30,163,30,1.0,5.433333333333334,7.46,40,1,0.816,1.0,0.3,0.543,0.421,0.291,68,9.31,633,97.0,1
44f98305d8141153036b7a868b6d3e301a408c441ffb1e6b7540ac7771125e1d,21,133,18,0.857,6.333333333333333,6.68,25,1,0.842,0.857,0.19,0.346,0.412,0.5,62,14.52,900,75.28,0
453482ae02a485dd6eda2426eae4181835e1451a36229f550d4efb9d8a7a9470,28,168,26,0.929,6.0,7.85,30,1,0.833,0.929,0.286,0.406,0.42,0.419,65,11.89,773,40.5,1
4557b3c2bc31d36048e3c48befc7212d35b7d0d885d3d1f102c9060238b5090a,30,180,28,0.933,6.0,6.69,28,1,0.833,0.933,0.2,0.363,0.411,0.469,63,13.46,848,55.11,1
45c08529fc638c300feeb27a726d997626694ac3793087acc34e51f0a6e170e8,30,287,30,1.0,9.566666666666666,10.68,31,1,0.895,1.0,0.233,0.377,0.378,0.237,67,16.45,1102,71.66,3
47d6fa4dc8d5f007836a2fefd0f13ee0525a09ff49264081f042460c2d34939f,30,171,24,0.8,5.7,4.52,17,1,0.825,0.8,0.1,0.379,0.407,0.396,64,9.38,600,61.02,1
48002b47ecdcaeb4828400130c7d77959319f9ae612dfbd03a91f7422c093ac7,30,91,29,0.967,3.033333333333333,3.37,14,1,0.67,0.967,0.5,0.504,0.425,0.323,70,5.79,405,66.71,1
4887493a4c162023900f9a757f005b44a190e6013e8cfe41fae1324ad26aff63,30,110,30,1.0,3.6666666666666665,5.01,24,1,0.727,1.0,0.4,0.582,0.417,0.271,65,5.32,346,90.25,1
488e7f64166c2e857c7a8c30c495984ba63faddc7646bebe0cac48319b6b4a17,30,44,30,1.0,1.4666666666666666,0.78,4,1,0.318,1.0,0.667,0.708,0.452,0.26,65,3.37,219,24.0,2
4897b70947bf82f7a5a3e217001e6be4a9b8bd7cea9711ec56500afa9a02a515,30,194,25,0.833,6.466666666666667,7.53,31,1,0.845,0.833,0.233,0.395,0.391,0.281,67,9.48,635,76.41,1
48f565383f47c6752893810686bd0c5f07fef08e34bc22a3f398d3b8c8db7c43,30,187,27,0.9,6.233333333333333,7.17,29,1,0.84,0.9,0.2,0.304,0.414,0.551,66,12.23,807,56.91,1
4a444e27b858bf82025d0b344afbd88305265b408c399956e235cd17727db3b4,30,93,24,0.8,3.1,1.99,8,1,0.677,0.8,0.267,0.433,0.437,0.395,66,6.03,398,71.41,1
4a4ab02bfece06b8e9d88299cfff8b2df4c71cb1a3b77d327fbf01da0ecb4987,30,97,30,1.0,3.2333333333333334,4.26,18,1,0.691,1.0,0.467,0.273,0.409,0.637,64,18.59,1190,48.5,1
4aec718f8185e90a5b0cf97a85857e677103220e78b5ed3c18da8b1e16d40b95,30,288,28,0.933,9.6,9.94,36,1,0.896,0.933,0.067,0.329,0.383,0.393,65,18.32,1191,69.76,3
4b0e6319833596d58072abae8af94102ae54198c1385145eede5e55b2e94ae8a,30,104,30,1.0,3.466666666666667,3.3,13,1,0.712,1.0,0.3,0.607,0.344,0.16,66,8.32,549,94.41,1
4b36c56a1a588b01a543da0d4a8091b10ff3f5e1f4a8c4cb531405e51e47d23e,30,77,30,1.0,2.566666666666667,3.49,16,1,0.61,1.0,0.567,0.576,0.423,0.143,64,4.42,283,97.41,2
4b8100007af443512c1dd509a1342436f9b963be101587975be2764314d0ca68,30,137,30,1.0,4.566666666666666,3.2,13,1,0.781,1.0,0.167,0.471,0.423,0.325,64,8.25,528,59.89,1
4b9647fd16286b9d48f8957d016408d48324837a2dc4726070225737e5764791,30,116,30,1.0,3.866666666666666,4.28,16,1,0.741,1.0,0.567,0.51,0.466,0.397,65,7.91,514,41.25,1
4b9d476385096c42149ad8a1b35edf317f99c9d61ffc348d8950ab0c31cf543f,11,42,10,0.909,3.8181818181818175,3.76,12,1,0.738,0.909,0.364,0.4,0.446,0.519,65,4.62,300,79.72,0
4c4aca72fe030fe5563fb249ce9152645d4e7a98f00fde37c62d7f0a4b78780d,30,134,30,1.0,4.466666666666667,4.97,20,1,0.776,1.0,0.333,0.463,0.411,0.258,65,8.45,549,70.82,1
4d1ccd3b1393438168aeac88ee6d753d95c33c77fcc46afa13a5415a265323c2,30,153,30,1.0,5.1,6.32,27,1,0.804,1.0,0.3,0.363,0.429,0.508,43,14.23,612,51.0,1
4d34572db62871b8fed75a40eaf827867044b536a795be11eac1a1ac78c909b7,30,60,30,1.0,2.0,1.58,7,1,0.5,1.0,0.6,0.697,0.439,0.276,60,3.67,220,57.25,2
4ed6385442789c13f187542a75c25ce22295ae4d5286d8bb321926accc327942,30,83,27,0.9,2.7666666666666666,1.76,8,1,0.639,0.9,0.233,0.55,0.439,0.305,62,5.06,314,58.07,1
4ed6af94d2babfb73aae073691a59e8e6a1beb6bfaf77b75dac470cfc3b33199,30,141,26,0.867,4.7,3.76,13,1,0.787,0.867,0.233,0.441,0.426,0.357,66,7.68,507,54.94,1
4f803c4f3466d829bc74ad7bf98f1767adad548d1c0d9e25b45b5b84b3220471,29,232,29,1.0,8.0,6.83,26,1,0.875,1.0,0.138,0.344,0.4,0.454,65,17.32,1126,67.75,1
5076c7de3c667c84d2ca7fd969f9df9fd327dc2f1857e3d60625555a2e5440df,30,204,30,1.0,6.8,7.9,32,1,0.853,1.0,0.233,0.374,0.388,0.35,66,15.53,1025,86.25,1
50e6842e7bfdeb000cb9754c8e940ff8d26e9c987b32fa9c765cd6f1c2a7df99,30,126,26,0.867,4.2,4.42,22,1,0.762,0.867,0.267,0.41,0.415,0.347,69,8.81,608,79.5,1
510dd42fcb5e39a40bf7110252cf9606a3a53c97cff32e2b5df43d5f8ad373fc,30,31,30,1.0,1.0333333333333334,0.18,2,1,0.032,1.0,0.967,0.909,0.29,0.091,65,1.86,121,47.42,2
519b74a02a32927ee8af772a01038d36736eb2aaeb604f8a15719710d72ccc04,30,407,27,0.9,13.566666666666666,15.94,76,1,0.926,0.9,0.067,0.269,0.349,0.442,61,24.9,1519,68.97,3
53a6166821a8283bfffd1ba2d422ad4d81a71118145da6cba3f6134219ceaeb4,22,59,20,0.909,2.6818181818181817,3.06,13,1,0.627,0.909,0.591,0.532,0.459,0.371,41,4.63,190,45.77,2
53b87d41de61b0eb5ef6562222f1f3bcd5b5ce1da053e57f47b6ed23d7aa8502,30,161,30,1.0,5.366666666666666,7.16,39,1,0.814,1.0,0.333,0.51,0.444,0.333,65,7.34,477,47.66,1
54750e433d92006537b7a49eedc6002e0c97db298cb995f21f8746b7c79d43ce,30,112,29,0.967,3.733333333333333,3.32,11,1,0.732,0.967,0.267,0.325,0.459,0.646,63,8.22,518,40.5,1
55201ba1af31bded5fa75c43d04b75046f3a91a7c88d19ffb0c4497b4815a716,30,40,30,1.0,1.3333333333333333,1.09,6,1,0.25,1.0,0.9,0.822,0.381,0.173,42,3.29,138,47.19,2
568755496a2b5ecc57c97f1ae8c52203ab643081ca1b008a1d43e66edfc75eea,30,168,28,0.933,5.6,6.81,32,1,0.821,0.933,0.233,0.513,0.408,0.217,66,11.39,752,82.19,1
570df8c7a9f77bb2889ba29eb35271e4e2340fd1709d075882800ac637643e15,30,146,30,1.0,4.866666666666666,5.95,26,1,0.795,1.0,0.533,0.428,0.457,0.482,65,9.48,616,37.75,1
57204251806dead2a0fa57a8ced7cac019acf134ccef4a141a934e49fdf271b1,30,38,30,1.0,1.2666666666666666,0.69,4,1,0.211,1.0,0.833,0.814,0.388,0.182,64,3.64,233,31.5,2
5727fa1d0cb394af6963d460c256bc9fc3f351d90438650cb93aaedbad149274,30,151,25,0.833,5.033333333333333,6.61,35,1,0.801,0.833,0.233,0.399,0.389,0.341,66,8.24,544,90.66,1
57c8de458e9794ddf8608ecaad5ef4caafb0bffa9309db4f1ffcba7d70494958,30,37,30,1.0,1.2333333333333334,0.63,4,1,0.189,1.0,0.833,0.771,0.423,0.229,63,3.46,218,45.25,2
5876d6b16f56408be737f35e84f06d5ece4d77728aec511387189fcaf90ab8e6,30,52,30,1.0,1.7333333333333334,2.42,11,1,0.423,1.0,0.867,0.664,0.467,0.321,65,4.38,285,50.25,2
58d15b072ff2a6593f6d28a2d335006deb119f7a88b83f0f04b913231aea4c14,30,74,30,1.0,2.466666666666667,2.58,12,1,0.595,1.0,0.6,0.625,0.42,0.252,63,4.32,272,44.0,2
5952b6d60763e61ee8e276d8af7831dd8eef96984fecc19ca63005c0b71406b8,30,207,29,0.967,6.9,9.77,45,1,0.855,0.967,0.167,0.372,0.408,0.35,68,14.66,997,94.41,1
59743abb508a8061e5064ce47120200c86a3885ce2baf4214adc7128cba65113,29,402,29,1.0,13.862068965517242,10.5,48,1,0.928,1.0,0.034,0.306,0.382,0.519,71,21.04,1494,26.78,3
598c03472e7a8089a50c5cf01bb63e48c05f1a79ee4898185c5f1ef294d8622a,30,182,29,0.967,6.066666666666666,8.14,32,1,0.835,0.967,0.4,0.417,0.378,0.282,65,12.11,787,77.66,1
599efafe1ee22c8ae0d531c08a7919660730bd5c7e5c055f926a492d0d32d15c,30,181,29,0.967,6.033333333333333,7.83,33,1,0.834,0.967,0.267,0.402,0.396,0.352,61,10.82,660,60.25,1
59f2772aca8841b648b639f06ea61c875e56429d850688ab68e3caa8a9ce9230,30,146,30,1.0,4.866666666666666,5.13,19,1,0.795,1.0,0.267,0.436,0.411,0.289,60,12.22,733,82.68,1
5a1106a954a34a68d7655fd3114f0f8854501159f28c4c43d52ee69d2561f852,30,223,26,0.867,7.433333333333334,6.04,22,1,0.865,0.867,0.133,0.339,0.419,0.491,65,13.05,848,55.44,1
5a703f620dbab029a3ac801c3fc85ef4327a5f0a751b852f650bf14b9b44459b,30,210,24,0.8,7.0,6.6,27,1,0.857,0.8,0.1,0.299,0.401,0.533,61,13.95,851,49.0,1
5a8bbd7a0887dfcfee9cd1f97e7ba9e568741cb632f3121b5b7d4f3e90e85b79,30,163,30,1.0,5.433333333333334,6.67,28,1,0.816,1.0,0.267,0.407,0.45,0.519,70,11.09,776,68.69,1
5bf51d9d557047465e7df540ed0bba927d10ca876cb6dea1ca203b3578e22749,30,274,29,0.967,9.133333333333333,10.75,42,1,0.891,0.967,0.3,0.429,0.358,0.236,65,13.34,867,57.73,3
5c075290e921279538ad0cbf9786e8855bd2c7f97a066c94d059d313cb34273b,30,344,22,0.733,11.466666666666669,13.45,57,1,0.913,0.733,0.2,0.278,0.348,0.454,70,18.21,1275,61.23,3
5cf32f9151895f7869e8af1d91c81444a0d3157ad5f4484dcbcab8a29d6bc6ac,30,44,30,1.0,1.4666666666666666,1.01,5,1,0.318,1.0,0.767,0.715,0.434,0.243,63,3.22,203,53.25,2
5d60fc4768a0d01e3d533d2d5353bdffb58877bc2971bc7053a54071fa4c2f49,25,133,24,0.96,5.32,3.78,13,1,0.812,0.96,0.12,0.501,0.403,0.27,65,9.34,607,75.96,1
5d734055d34325b8555585971e61749072749fe0dd403b352327766c9565a3d4,30,120,30,1.0,4.0,6.23,29,1,0.75,1.0,0.5,0.409,0.465,0.539,62,11.61,720,57.0,1
5d8f70bd6845bb11e5e533b38a03d26b56f00096d8cec1c1411ac5b9c31b0ba4,30,246,29,0.967,8.2,9.64,36,1,0.878,0.967,0.1,0.418,0.381,0.251,64,14.12,904,64.67,3
5d9f9703addb3ca96358f6e54fc8e93cbbd462e886cef2d450e4edd2e53367fb,30,75,30,1.0,2.5,1.89,9,1,0.6,1.0,0.4,0.62,0.453,0.322,64,5.33,341,18.0,2
5e343daf8dbc5830a280addbd51c369e21a7633c9818bffb3bd4fceaa6cd9b91,30,142,30,1.0,4.733333333333333,4.51,21,1,0.789,1.0,0.233,0.477,0.441,0.383,65,8.32,541,57.94,1
5e8589d4cd67c4b88f84e378d72875ccd07de5c9e20cc666bbf217de9d3567b4,30,91,30,1.0,3.033333333333333,3.0,14,1,0.67,1.0,0.433,0.635,0.389,0.135,68,4.75,323,89.45,2
5ee88efb44a62c560639acbabf95fc60f46ad4f3f8aa6492729a4a5e0c610371,18,50,14,0.778,2.7777777777777777,2.24,9,1,0.64,0.778,0.389,0.454,0.431,0.388,41,4.32,177,60.05,0
5f1183e16dafd122ced695b93e88ae02e9f396ed43ba8fd6ec0dbd993eaf8521,22,56,21,0.955,2.5454545454545454,2.56,9,1,0.607,0.955,0.591,0.586,0.466,0.321,65,3.25,211,57.45,2
603b719e6471994bdf33806120a875c35f2e50eca461afc38d3349744fed1523,22,104,18,0.818,4.727272727272728,3.44,14,1,0.788,0.818,0.091,0.344,0.408,0.441,65,8.46,550,50.03,0
60b6b4248d890504734beb13a2cc6574d9d4dc7bae94c84898d2a83ad80d68af,30,149,30,1.0,4.966666666666667,4.75,18,1,0.799,1.0,0.2,0.452,0.427,0.31,65,8.86,576,97.41,1
60dc13afd9db46855db7cb4b46b2429c473ae61d93c867bb13914cc0ee137a78,30,215,28,0.933,7.166666666666667,6.36,24,1,0.86,0.933,0.267,0.381,0.382,0.306,68,14.12,960,84.25,1
62387ab8fdba76cc516bdbbaca2765132990182f1d0464ae4ebbb4804d555c4e,30,296,28,0.933,9.866666666666667,13.65,71,1,0.899,0.933,0.2,0.243,0.37,0.58,62,22.45,1392,40.5,3
6269c7359593be379dd4d205e5a26a060242995f18689f94d78d85120725e51f,30,422,30,1.0,14.066666666666666,23.54,102,1,0.929,1.0,0.133,0.328,0.363,0.313,61,26.64,1625,89.16,3
62fcdb6ab7d866469212eb68cea38fd06fa6c92dc597ad7711f73cb039111976,30,242,30,1.0,8.066666666666666,8.38,41,1,0.876,1.0,0.067,0.371,0.401,0.432,70,15.77,1104,67.0,3
6441cd44226ffccd5cda9825c82156f6989c0ac691ecbcdbb06ba44c2c03e0e4,30,226,29,0.967,7.533333333333333,5.81,28,1,0.867,0.967,0.033,0.381,0.431,0.434,65,15.86,1031,75.0,1
66315ff24583d48c4bc24a5d45d6cfcc13d6f6ff54c3f5ceb7db8694ae75c9d2,22,126,21,0.955,5.727272727272728,6.57,27,1,0.825,0.955,0.182,0.409,0.452,0.526,65,10.06,654,53.91,1
67010df78663529aee482809d36765b8f1fc70fcbc5f1d53546f9ea6dfff5384,30,338,30,1.0,11.266666666666667,12.65,46,1,0.911,1.0,0.067,0.44,0.384,0.278,63,25.05,1578,73.64,3
690ef8482b21fa77fdf533db95daa5559db82ef7106ee5514dd0cbff9efeb769,30,261,25,0.833,8.7,8.1,32,1,0.885,0.833,0.067,0.314,0.388,0.48,63,17.43,1098,72.17,3
69ea8e8a316c3f982db0286a71ca33c251b858994e27bb848e628967df9d15f9,30,193,30,1.0,6.433333333333334,5.76,19,1,0.845,1.0,0.167,0.385,0.403,0.355,63,13.08,824,73.15,1
6a0df1d84e433375ec7966810d37e6b3ce1d544a2c45f8e2723efbfe41a81185,30,140,25,0.833,4.666666666666667,3.99,21,1,0.786,0.833,0.2,0.403,0.418,0.414,67,8.46,567,66.81,1
6a5b01acb5938854fb9425824d8b66d0b236e11bcf8085e016fde962fa5a7366,30,457,30,1.0,15.233333333333333,17.25,65,1,0.934,1.0,0.067,0.31,0.379,0.487,66,30.06,1984,62.28,3
6a91389bf293538f8bfd1747ffc38730176f9e72e8ed7004fabc8cd25e69df6b,30,143,30,1.0,4.766666666666667,7.46,28,1,0.79,1.0,0.4,0.525,0.447,0.366,62,7.31,453,42.53,1
6b689d246c11ea35bf66a151aa4d7d83d1e1b11f9f3a3876c5d609048ea310f8,30,201,30,1.0,6.7,5.76,27,1,0.851,1.0,0.1,0.332,0.396,0.483,65,13.74,893,39.42,1
6b6e8c7036722d03a34126403e7106d3512a2d4b72bcd8bde651614e8ad42d7b,30,178,30,1.0,5.933333333333334,5.39,25,1,0.831,1.0,0.133,0.431,0.414,0.372,69,8.36,577,56.75,1
6be598179d8e68ef732257b8de5f85523abc10ebe027a4a8501670b3e61490fc,30,387,30,1.0,12.9,16.8,59,1,0.922,1.0,0.333,0.356,0.347,0.3,70,26.64,1865,79.94,3
6d1c41cdb7671eefe3cb4edcba409e21b0b5a8196f6ff13cae446850bd0983a1,30,72,30,1.0,2.4,2.36,12,1,0.583,1.0,0.533,0.41,0.448,0.492,64,7.95,509,59.25,1
6d7f68c6bb26c8342bf3a3e21bb30c4a24aa6ccd9d3319af32684e6641052dcd,27,115,23,0.852,4.25925925925926,5.22,25,1,0.765,0.852,0.407,0.488,0.42,0.332,65,7.17,466,66.03,1
6dd7cb5359f54edb9eb0becd33d19118d3e93e266ef7644cf7b9ad2b9ed1262d,19,89,15,0.789,4.684210526315789,3.8,12,1,0.787,0.789,0.263,0.41,0.431,0.429,61,7.8,476,66.53,0
6dfd9d97502d751109e542d97716cf9a38a444ec1e8cbf874c61db1d334fb231,12,88,6,0.5,7.333333333333333,6.93,19,1,0.864,0.5,0.25,0.264,0.41,0.68,63,7.97,502,52.74,0
6f8b95ec81c4c65578c705246889ade2223999b1383dbb36d4aae1502b94f22f,30,89,30,1.0,2.966666666666667,3.29,14,1,0.663,1.0,0.567,0.52,0.488,0.455,65,7.55,491,42.0,1
7018f9f84b61c5801779302689a34fef5b2e9d95f52479d9ef486efda2e55c21,30,83,30,1.0,2.7666666666666666,2.47,10,1,0.639,1.0,0.467,0.469,0.489,0.48,62,7.06,438,59.0,1
7026047c5e9f18234ed92d0bc1518a2a4944fc2a9a0bb90628e20b2d93e7f9ae,30,162,30,1.0,5.4,7.32,29,1,0.815,1.0,0.433,0.496,0.427,0.337,65,7.46,485,63.01,1
709635bebab736333367c7bca08fa9c12cf33c6b545144515f0a216431b46b5f,30,240,30,1.0,8.0,9.77,38,1,0.875,1.0,0.167,0.404,0.389,0.342,66,16.71,1103,86.3,3
70c18da6f06c6019e8911fef1496654f45df0fdd83a53367b94f03f028e357de,30,162,27,0.9,5.4,7.01,37,1,0.815,0.9,0.3,0.455,0.393,0.22,64,8.11,519,80.16,1
71bee40f7f97afa9b8cf069df923fa444e07b495f1736e1f9e23863fd894297c,29,147,27,0.931,5.068965517241379,4.01,15,1,0.803,0.931,0.172,0.382,0.442,0.469,62,11.39,706,65.41,1
720652a25d4ab67f2e7d9fa3b13023e92f3f21024e2157034de2773d5583053d,30,47,30,1.0,1.5666666666666669,1.65,8,1,0.362,1.0,0.8,0.637,0.483,0.363,64,4.97,318,51.5,2
72912d3e1bed520f38d91a588343df13dface79dc26911a4541d894d69c1a6a7,30,31,30,1.0,1.0333333333333334,0.18,2,1,0.032,1.0,0.967,0.867,0.343,0.133,66,2.83,187,61.75,2
73da0df025bd69a83446ff2c9628a7f2f1ff34bff9e343059e17e4d31a6218d3,30,214,27,0.9,7.133333333333334,5.82,20,1,0.86,0.9,0.1,0.436,0.412,0.36,63,12.95,816,66.73,1
753b3dfbf00b265816877af61db67c39ee3fae2b4e0a7b8f387b5163ff85b1bc,30,184,30,1.0,6.133333333333334,10.18,48,1,0.837,1.0,0.333,0.4,0.429,0.414,66,10.97,724,53.44,1
75de81c20d6f96afffc7becf1d76612842635a9c70167b482e233540738a97e5,30,242,27,0.9,8.066666666666666,10.55,53,1,0.876,0.9,0.133,0.308,0.388,0.449,65,17.48,1136,51.0,3
769d89fa68d5e578dd0f4592fc821f0f6abbaf1033147533ec0f6c4d8e6c6c2e,30,113,29,0.967,3.7666666666666666,3.4,15,1,0.735,0.967,0.3,0.359,0.462,0.582,61,10.1,616,69.31,1
76b0bf253c0d17b6f275cc641729eda42ebed851893da32c132515023ab1e4e1,30,315,25,0.833,10.5,11.64,47,1,0.905,0.833,0.167,0.333,0.385,0.431,63,22.21,1399,62.06,3
775c788e8a2f5f576ff0ee9289715b7dee98ea7c23ae8479ecb0461c09d5c0ff,30,182,28,0.933,6.066666666666666,5.73,20,1,0.835,0.933,0.2,0.353,0.445,0.536,65,11.54,750,54.75,1
783d2e787e0734118d21fb09957c03c8ccc292d3cd70fb690faa98f6a6cc9739,30,43,29,0.967,1.4333333333333331,1.5,9,1,0.302,0.967,0.833,0.794,0.392,0.191,66,2.67,176,35.25,2
7854ad4022596904b137ebbb044e0bbbd2f590b0dac7f5a46d9991f3c049d647,30,169,30,1.0,5.633333333333334,10.24,48,1,0.822,1.0,0.5,0.336,0.449,0.593,68,13.18,896,45.5,1
78b97b24e7b9929a2394388b957622713a424929419979469d005d10b34ed639,30,114,30,1.0,3.8,5.39,29,1,0.737,1.0,0.4,0.423,0.41,0.291,70,9.4,658,68.25,1
78cb6709ef3e4aa9ec5148bce49e841e9a6257b64dff512fdffde18f1e1fcd14,30,58,30,1.0,1.933333333333333,2.49,14,1,0.483,1.0,0.7,0.671,0.456,0.299,62,5.23,324,50.77,2
78d5895c4f5d7d4efde22983b4b710dbee0c928cbea6ae21affa0e925ac3df73,30,163,30,1.0,5.433333333333334,5.62,26,1,0.816,1.0,0.2,0.411,0.45,0.513,65,8.89,578,52.5,1
78ef135cef6cb29d44b91beb545a2a78dbdbc0a981735bad98640318a1b80b9b,30,59,30,1.0,1.9666666666666663,1.79,9,1,0.492,1.0,0.633,0.704,0.43,0.232,62,3.05,189,56.51,2
79113765c9b7d68839422b6221d02fc97323ff61ac02e38fb1055b89962fb74a,30,86,28,0.933,2.8666666666666667,2.96,12,1,0.651,0.933,0.6,0.51,0.473,0.388,64,5.92,379,56.69,1
798001d1fa1a0831f5bca0b644c70c03a31b7491cb51bf0c872a470ba434c8de,30,239,30,1.0,7.966666666666667,8.11,37,1,0.874,1.0,0.1,0.388,0.383,0.299,63,16.37,1031,100.0,3
79a7e9a5c619f2779d2e17ca557372d9f837457160fccee08e7c0ff5f851de9a,30,102,29,0.967,3.4,5.44,27,1,0.706,0.967,0.6,0.478,0.483,0.472,65,9.37,609,58.5,1
7a6026fd215e0059f3d620352b64b05a944244be51bbf22adc94eab05648a6d9,30,104,30,1.0,3.466666666666667,3.93,17,1,0.712,1.0,0.4,0.57,0.423,0.273,62,5.87,364,80.99,1
7c5b34dcc4ab16388cb8f7076fd575a78bf0eafe318b053da6af72fd244b8c24,30,242,27,0.9,8.066666666666666,8.14,35,1,0.876,0.9,0.133,0.382,0.417,0.448,70,13.13,919,42.47,1
7ce2ef889fd3931ddf910c65e58e6b626f658d713486152c54f9f8a0e6f37375,30,88,26,0.867,2.933333333333333,3.36,17,1,0.659,0.867,0.467,0.541,0.449,0.341,63,5.0,315,74.78,1
7e617933097884285054b322c76d243d4a210695dcbfcaa83da337f15bac3b7e,30,282,29,0.967,9.4,8.94,37,1,0.894,0.967,0.1,0.292,0.388,0.533,62,25.11,1557,66.25,3
7e93bf8ba9708c55865983f7a83a39ac766ee84bccbb1df4d9f9a37e7b3bdb43,30,105,29,0.967,3.5,3.44,14,1,0.714,0.967,0.4,0.59,0.411,0.221,64,7.67,491,77.5,1
8072f6579de3261211c2d30eb23619d2299179bf8835aed226d36f99aa88249d,30,96,28,0.933,3.2,2.02,8,1,0.688,0.933,0.267,0.426,0.469,0.516,65,7.88,512,50.15,1
807aa59e21f46f6ca52a49dbdc4ff1b58a9e238db54b494a63321654d158c0e9,30,371,30,1.0,12.366666666666667,11.86,53,1,0.919,1.0,0.1,0.41,0.393,0.353,66,19.65,1297,58.23,3
80b79645be384d8162597a76b28062cd35ea1019db9344ebd3f549d05246afa2,30,138,29,0.967,4.6,5.35,21,1,0.783,0.967,0.267,0.417,0.449,0.492,65,9.66,628,48.5,1
80cab1ce32c301533be0f55f91468a6bd0dc014abc98a56a4fb7f4828dbfe73f,30,191,30,1.0,6.366666666666666,6.11,21,1,0.843,1.0,0.133,0.389,0.432,0.5,66,13.29,877,58.19,1
814a76822c53611d1be66ef1f7a93c9a98a1a7d82e18234c0582a9a2040a319c,30,113,30,1.0,3.7666666666666666,3.95,21,1,0.735,1.0,0.367,0.56,0.448,0.319,62,7.42,460,64.67,1
81aadc08216233fb3ec392c41a57432e51f78e8bd6996aacb76ad6dc1477ddfa,30,117,27,0.9,3.9,4.72,23,1,0.744,0.9,0.233,0.488,0.424,0.263,68,5.24,356,69.82,1
831b82415f26f781c76d0c7427052516715d67868ec0faeaeffbb459f438c040,20,197,20,1.0,9.85,8.92,29,1,0.898,1.0,0.25,0.375,0.412,0.43,67,15.3,1025,45.25,3
832777ca15af30deab6512acb75b148fee8b049caabf9491352ba930951bbc99,30,384,26,0.867,12.8,12.83,47,1,0.922,0.867,0.033,0.323,0.372,0.419,64,20.59,1318,51.15,3
846245c30c8371ed901ad1856c2bf129e4824c6afec6a8aecfae1e7b49805594,30,183,30,1.0,6.1,9.17,50,1,0.836,1.0,0.4,0.397,0.443,0.487,70,9.49,664,58.25,1
8489b8668e001e627849ab14970d7c6debfe93d58351c826d6300c22114573c6,30,136,29,0.967,4.533333333333333,4.38,18,1,0.779,0.967,0.333,0.414,0.461,0.522,63,8.54,538,39.25,1
84ef557b626c0d70750b521cf708dec0bf4f19ee66c40f0518a21c80864cb99e,30,116,30,1.0,3.866666666666666,3.22,12,1,0.741,1.0,0.3,0.506,0.46,0.42,66,6.73,444,39.94,1
8535ef1089f557f019e2fa787114fa1819dadf2106ea8f0b82f86e57f914ea2d,28,186,19,0.679,6.642857142857143,8.78,34,1,0.849,0.679,0.214,0.325,0.397,0.518,68,12.87,875,43.25,0
8630de5bd303be8b63ba99b787f0f5ed4422765c8917b234cb8a2af6b762ca1d,30,173,30,1.0,5.766666666666667,7.03,35,1,0.827,1.0,0.233,0.479,0.438,0.326,65,10.35,673,34.25,1
86d73054aa9c80dbfbfce326489454f67087052ce0720f75ec87b849d851ce2b,30,154,24,0.8,5.133333333333334,6.99,35,1,0.805,0.8,0.333,0.395,0.43,0.48,65,8.35,543,47.78,1
87bc9471aaf330556f32e99fc91ca5c1d212e935de2fe03986332e62a7d3e179,30,96,28,0.933,3.2,3.45,12,1,0.688,0.933,0.467,0.545,0.47,0.295,67,4.96,332,36.25,1
88004885e79469596988ec6d6e8061843d12c39516326f4366b93059bf2e5e19,25,124,23,0.92,4.96,4.95,19,1,0.798,0.92,0.24,0.404,0.435,0.47,68,7.22,491,55.93,1
88faa9b4e525ea83f6efab60ae88469da5222f0b0f52c16c3af4e4763baa1daf,30,287,23,0.767,9.566666666666666,8.22,31,1,0.895,0.767,0.067,0.347,0.389,0.425,65,17.11,1112,59.75,3
89514970e1e20297947c37a1755c21674098a34e20a2aae5995c7b8b4028859e,26,64,22,0.846,2.4615384615384617,4.37,23,1,0.594,0.846,0.654,0.475,0.491,0.505,65,5.88,382,25.5,1
896ba209d8b0c5cdfdacb8b2d45dae08ba41a114dde0bc6ac633dd8a772d66f3,30,287,28,0.933,9.566666666666666,12.41,57,1,0.895,0.933,0.167,0.179,0.365,0.772,68,22.84,1553,18.0,3
89b998636f98304acf1f5a475b5fad130ac8020d521969a48412173d2ac0971f,30,102,30,1.0,3.4,2.44,11,1,0.706,1.0,0.333,0.526,0.471,0.411,66,6.14,405,41.78,1
8b18f5693d6822beefe70802cad008f0b0232654ea218fbce90ad8d6631c3a74,30,182,30,1.0,6.066666666666666,5.96,24,1,0.835,1.0,0.167,0.47,0.366,0.195,70,15.1,1057,85.0,1
8c0906fd5efd19b24aa04cb58ff5d90de07a4507ab16207d901e51cec04e1d85,30,206,30,1.0,6.866666666666666,6.91,27,1,0.854,1.0,0.1,0.478,0.421,0.319,65,11.34,737,85.55,1
